,lat,lon,analysed_spim
644,42.54,5.19,0.2799999937415123
645,42.54,5.205,0.2699999939650297
646,42.54,5.22,0.2699999939650297
647,42.54,5.235,0.2799999937415123
648,42.54,5.25,0.2799999937415123
649,42.54,5.265,0.29999999329447746
650,42.54,5.28,0.30999999307096004
651,42.54,5.295,0.29999999329447746
652,42.54,5.31,0.2799999937415123
653,42.54,5.325,0.2799999937415123
654,42.54,5.34,0.2799999937415123
655,42.54,5.355,0.2699999939650297
656,42.54,5.37,0.2799999937415123
657,42.54,5.385,0.2799999937415123
658,42.54,5.4,0.2899999935179949
659,42.54,5.415,0.30999999307096004
660,42.54,5.43,0.30999999307096004
661,42.54,5.445,0.30999999307096004
662,42.54,5.46,0.2899999935179949
663,42.54,5.475,0.2899999935179949
664,42.54,5.49,0.2799999937415123
665,42.55,3.51,0.24999999441206455
666,42.55,3.525,0.3499999921768904
667,42.55,3.54,0.36999999172985554
668,42.55,3.555,0.29999999329447746
669,42.55,3.57,0.29999999329447746
670,42.55,3.585,0.3299999926239252
671,42.55,3.6,0.3399999924004078
672,42.55,3.615,0.3299999926239252
673,42.55,3.63,0.3499999921768904
674,42.55,3.645,0.35999999195337296
675,42.55,3.66,0.36999999172985554
676,42.55,3.675,0.3799999915063381
677,42.55,3.69,0.3999999910593033
678,42.55,3.705,0.3299999926239252
679,42.55,3.72,0.20999999530613422
680,42.55,3.735,0.1599999964237213
681,42.55,3.75,0.18999999575316906
682,42.55,3.765,0.1699999962002039
683,42.55,3.78,0.1599999964237213
684,42.55,3.795,0.13999999687075615
685,42.55,3.81,0.12999999709427357
686,42.55,3.825,0.13999999687075615
687,42.55,3.84,0.14999999664723873
688,42.55,3.855,0.1599999964237213
689,42.55,3.87,0.1699999962002039
690,42.55,3.885,0.19999999552965164
691,42.55,3.9,0.17999999597668648
692,42.55,3.915,0.17999999597668648
693,42.55,3.93,0.17999999597668648
694,42.55,3.945,0.19999999552965164
695,42.55,3.96,0.2199999950826168
696,42.55,3.975,0.23999999463558197
697,42.55,3.99,0.23999999463558197
698,42.55,4.005,0.23999999463558197
699,42.55,4.02,0.23999999463558197
700,42.55,4.035,0.25999999418854713
701,42.55,4.05,0.2799999937415123
702,42.55,4.065,0.30999999307096004
703,42.55,4.08,0.3199999928474426
704,42.55,4.095,0.3199999928474426
705,42.55,4.11,0.30999999307096004
706,42.55,4.125,0.29999999329447746
707,42.55,4.14,0.2899999935179949
708,42.55,4.155,0.2799999937415123
709,42.55,4.17,0.2699999939650297
710,42.55,4.185,0.2699999939650297
711,42.55,4.2,0.25999999418854713
712,42.55,4.215,0.2699999939650297
713,42.55,4.23,0.2799999937415123
714,42.55,4.245,0.2699999939650297
715,42.55,4.26,0.25999999418854713
