,lat,lon,date_for_plot,analysed_spim,plume
243,49.27000045776367,-1.1100000143051147,2025-01-11,,False
244,49.27000045776367,-1.0950000286102295,2025-01-11,,False
245,49.27000045776367,-1.0800000429153442,2025-01-11,,False
246,49.27000045776367,-1.065000057220459,2025-01-11,,False
247,49.27000045776367,-1.0499999523162842,2025-01-11,,False
248,49.27000045776367,-1.034999966621399,2025-01-11,,False
249,49.27000045776367,-1.0199999809265137,2025-01-11,,False
250,49.27000045776367,-1.0049999952316284,2025-01-11,,False
251,49.27000045776367,-0.9900000095367432,2025-01-11,,False
252,49.27000045776367,-0.9750000238418579,2025-01-11,,False
253,49.27000045776367,-0.9599999785423279,2025-01-11,,False
254,49.27000045776367,-0.9449999928474426,2025-01-11,,False
255,49.27000045776367,-0.9300000071525574,2025-01-11,,False
256,49.27000045776367,-0.9150000214576721,2025-01-11,,False
257,49.27000045776367,-0.8999999761581421,2025-01-11,,False
258,49.27000045776367,-0.8849999904632568,2025-01-11,,False
259,49.27000045776367,-0.8700000047683716,2025-01-11,,False
260,49.27000045776367,-0.8550000190734863,2025-01-11,,False
261,49.27000045776367,-0.8399999737739563,2025-01-11,,False
262,49.27000045776367,-0.824999988079071,2025-01-11,,False
263,49.27000045776367,-0.8100000023841858,2025-01-11,,False
264,49.27000045776367,-0.7950000166893005,2025-01-11,,False
265,49.27000045776367,-0.7799999713897705,2025-01-11,,False
266,49.27000045776367,-0.7649999856948853,2025-01-11,,False
267,49.27000045776367,-0.75,2025-01-11,,False
268,49.27000045776367,-0.7350000143051147,2025-01-11,,False
269,49.27000045776367,-0.7200000286102295,2025-01-11,,False
270,49.27000045776367,-0.7049999833106995,2025-01-11,,False
271,49.27000045776367,-0.6899999976158142,2025-01-11,,False
272,49.27000045776367,-0.675000011920929,2025-01-11,,False
273,49.27000045776367,-0.6600000262260437,2025-01-11,,False
274,49.27000045776367,-0.6449999809265137,2025-01-11,,False
275,49.27000045776367,-0.6299999952316284,2025-01-11,,False
276,49.27000045776367,-0.6150000095367432,2025-01-11,,False
277,49.27000045776367,-0.6000000238418579,2025-01-11,,False
278,49.27000045776367,-0.5849999785423279,2025-01-11,,False
279,49.27000045776367,-0.5699999928474426,2025-01-11,,False
280,49.27000045776367,-0.5550000071525574,2025-01-11,,False
281,49.27000045776367,-0.5400000214576721,2025-01-11,,False
282,49.27000045776367,-0.5249999761581421,2025-01-11,,False
283,49.27000045776367,-0.5099999904632568,2025-01-11,,False
284,49.27000045776367,-0.4950000047683716,2025-01-11,,False
285,49.27000045776367,-0.47999998927116394,2025-01-11,,False
286,49.27000045776367,-0.4650000035762787,2025-01-11,,False
287,49.27000045776367,-0.44999998807907104,2025-01-11,,False
288,49.27000045776367,-0.4350000023841858,2025-01-11,,False
289,49.27000045776367,-0.41999998688697815,2025-01-11,,False
290,49.27000045776367,-0.4050000011920929,2025-01-11,,False
291,49.27000045776367,-0.38999998569488525,2025-01-11,,False
292,49.27000045776367,-0.375,2025-01-11,,False
293,49.27000045776367,-0.36000001430511475,2025-01-11,,False
294,49.27000045776367,-0.3449999988079071,2025-01-11,,False
295,49.27000045776367,-0.33000001311302185,2025-01-11,,False
296,49.27000045776367,-0.3149999976158142,2025-01-11,,False
297,49.27000045776367,-0.30000001192092896,2025-01-11,,False
298,49.27000045776367,-0.2849999964237213,2025-01-11,,False
299,49.27000045776367,-0.27000001072883606,2025-01-11,,False
300,49.27000045776367,-0.2549999952316284,2025-01-11,,False
301,49.27000045776367,-0.23999999463558197,2025-01-11,,False
302,49.27000045776367,-0.22499999403953552,2025-01-11,,False
303,49.27000045776367,-0.20999999344348907,2025-01-11,,False
304,49.27000045776367,-0.19499999284744263,2025-01-11,,False
305,49.27000045776367,-0.18000000715255737,2025-01-11,,False
306,49.27000045776367,-0.16500000655651093,2025-01-11,,False
307,49.27000045776367,-0.15000000596046448,2025-01-11,,False
308,49.27000045776367,-0.13500000536441803,2025-01-11,,False
309,49.27000045776367,-0.11999999731779099,2025-01-11,,False
310,49.27000045776367,-0.10499999672174454,2025-01-11,,False
311,49.27000045776367,-0.09000000357627869,2025-01-11,,False
312,49.27000045776367,-0.07500000298023224,2025-01-11,,False
313,49.27000045776367,-0.05999999865889549,2025-01-11,,False
314,49.27000045776367,-0.04500000178813934,2025-01-11,,False
315,49.27000045776367,-0.029999999329447746,2025-01-11,,False
316,49.27000045776367,-0.014999999664723873,2025-01-11,,False
317,49.27000045776367,0.0,2025-01-11,,False
318,49.27000045776367,0.014999999664723873,2025-01-11,,False
319,49.27000045776367,0.029999999329447746,2025-01-11,,False
320,49.27000045776367,0.04500000178813934,2025-01-11,,False
321,49.27000045776367,0.05999999865889549,2025-01-11,,False
322,49.27000045776367,0.07500000298023224,2025-01-11,,False
323,49.27000045776367,0.09000000357627869,2025-01-11,,False
324,49.27000045776367,0.10499999672174454,2025-01-11,,False
325,49.27000045776367,0.11999999731779099,2025-01-11,,False
326,49.27000045776367,0.13500000536441803,2025-01-11,,False
327,49.27000045776367,0.15000000596046448,2025-01-11,,False
328,49.27000045776367,0.16500000655651093,2025-01-11,,False
329,49.27000045776367,0.18000000715255737,2025-01-11,,False
330,49.27000045776367,0.19499999284744263,2025-01-11,,False
331,49.27000045776367,0.20999999344348907,2025-01-11,,False
332,49.27000045776367,0.22499999403953552,2025-01-11,,False
333,49.27000045776367,0.23999999463558197,2025-01-11,,False
334,49.27000045776367,0.2549999952316284,2025-01-11,,False
335,49.27000045776367,0.27000001072883606,2025-01-11,,False
336,49.27000045776367,0.2849999964237213,2025-01-11,,False
337,49.27000045776367,0.30000001192092896,2025-01-11,,False
338,49.27000045776367,0.3149999976158142,2025-01-11,,False
339,49.27000045776367,0.33000001311302185,2025-01-11,,False
340,49.27000045776367,0.3449999988079071,2025-01-11,,False
341,49.27000045776367,0.36000001430511475,2025-01-11,,False
342,49.27000045776367,0.375,2025-01-11,,False
343,49.27000045776367,0.38999998569488525,2025-01-11,,False
344,49.27000045776367,0.4050000011920929,2025-01-11,,False
345,49.27000045776367,0.41999998688697815,2025-01-11,,False
346,49.27000045776367,0.4350000023841858,2025-01-11,,False
347,49.27000045776367,0.44999998807907104,2025-01-11,,False
348,49.27000045776367,0.4650000035762787,2025-01-11,,False
349,49.27000045776367,0.47999998927116394,2025-01-11,,False
350,49.27000045776367,0.4950000047683716,2025-01-11,,False
351,49.279998779296875,-1.2450000047683716,2025-01-11,,False
352,49.279998779296875,-1.2300000190734863,2025-01-11,,False
353,49.279998779296875,-1.215000033378601,2025-01-11,,False
354,49.279998779296875,-1.2000000476837158,2025-01-11,,False
355,49.279998779296875,-1.184999942779541,2025-01-11,,False
356,49.279998779296875,-1.1699999570846558,2025-01-11,,False
357,49.279998779296875,-1.1549999713897705,2025-01-11,,False
358,49.279998779296875,-1.1399999856948853,2025-01-11,,False
359,49.279998779296875,-1.125,2025-01-11,,False
360,49.279998779296875,-1.1100000143051147,2025-01-11,,False
361,49.279998779296875,-1.0950000286102295,2025-01-11,,False
362,49.279998779296875,-1.0800000429153442,2025-01-11,,False
363,49.279998779296875,-1.065000057220459,2025-01-11,,False
364,49.279998779296875,-1.0499999523162842,2025-01-11,,False
365,49.279998779296875,-1.034999966621399,2025-01-11,,False
366,49.279998779296875,-1.0199999809265137,2025-01-11,,False
367,49.279998779296875,-1.0049999952316284,2025-01-11,,False
368,49.279998779296875,-0.9900000095367432,2025-01-11,,False
369,49.279998779296875,-0.9750000238418579,2025-01-11,,False
370,49.279998779296875,-0.9599999785423279,2025-01-11,,False
371,49.279998779296875,-0.9449999928474426,2025-01-11,,False
372,49.279998779296875,-0.9300000071525574,2025-01-11,,False
373,49.279998779296875,-0.9150000214576721,2025-01-11,,False
374,49.279998779296875,-0.8999999761581421,2025-01-11,,False
375,49.279998779296875,-0.8849999904632568,2025-01-11,,False
376,49.279998779296875,-0.8700000047683716,2025-01-11,,False
377,49.279998779296875,-0.8550000190734863,2025-01-11,,False
378,49.279998779296875,-0.8399999737739563,2025-01-11,,False
379,49.279998779296875,-0.824999988079071,2025-01-11,,False
380,49.279998779296875,-0.8100000023841858,2025-01-11,,False
381,49.279998779296875,-0.7950000166893005,2025-01-11,,False
382,49.279998779296875,-0.7799999713897705,2025-01-11,,False
383,49.279998779296875,-0.7649999856948853,2025-01-11,,False
384,49.279998779296875,-0.75,2025-01-11,,False
385,49.279998779296875,-0.7350000143051147,2025-01-11,,False
386,49.279998779296875,-0.7200000286102295,2025-01-11,,False
387,49.279998779296875,-0.7049999833106995,2025-01-11,,False
388,49.279998779296875,-0.6899999976158142,2025-01-11,,False
