,longitude,latitude,distance_km,analysed_spim,kept
408,5.115,43.18,26.852622380106805,3.039999932050705,True
409,5.13,43.17,28.487846518237284,2.3799999468028545,False
410,5.145,43.17,29.483781696199657,2.299999948590994,False
411,5.16,43.16,31.11546988061646,2.3099999483674765,False
412,5.175,43.15,32.74867541158032,2.3799999468028545,False
413,5.19,43.14,34.38318206730792,2.1699999514967203,False
414,5.205,43.14,35.38053803543959,1.9799999557435513,False
415,5.22,43.13,37.012091966844395,1.6899999622255564,False
416,5.235,43.12,38.6449430635654,1.5199999660253525,False
417,5.25,43.11,40.278933570160206,1.3699999693781137,False
418,5.265,43.11,41.27729437467952,1.2599999718368053,False
419,5.28,43.1,42.908750952241405,1.0099999774247408,False
420,4.845,43.32,0.0,11.429999744519591,True
421,4.86,43.31,1.6468443367701215,12.959999710321426,True
422,4.875,43.31,2.67457020798436,14.749999670311809,True
423,4.89,43.3,4.272052702314204,16.439999632537365,True
424,4.905,43.3,5.34914041596872,14.71999967098236,True
425,4.92,43.29,6.935086438395945,14.789999669417739,False
426,4.935,43.29,8.02371062395308,12.769999714568257,False
427,4.95,43.28,9.604533571161676,13.389999700710177,False
428,4.965,43.28,10.69828083193744,10.199999772012234,False
429,4.98,43.27,12.276211057406716,9.229999793693423,True
430,4.995,43.27,13.3728510399218,7.259999837726355,False
431,5.01,43.26,14.948923115973713,6.2099998611956835,True
432,5.025,43.26,16.04742124790616,4.949999889358878,False
433,5.04,43.25,17.622199020651948,4.469999900087714,True
434,5.055,43.25,18.72199145589052,4.1999999061226845,False
435,5.07,43.24,20.295815970650573,4.029999909922481,True
436,5.085,43.24,21.39656166387488,3.8099999148398638,False
437,5.1,43.23,22.96965487551866,3.609999919310212,True
438,5.115,43.23,24.07113187185924,2.819999936968088,False
439,5.13,43.22,25.643646306273148,1.8299999590963125,False
440,5.145,43.22,26.7457020798436,1.0799999758601189,False
441,5.16,43.21,28.317747054751898,1.1199999749660492,False
442,5.175,43.21,29.420272287827963,1.099999975413084,False
443,5.19,43.2,30.991928823928628,1.4399999678134918,False
444,5.205,43.2,32.09484249581232,1.3099999707192183,False
445,5.22,43.19,33.66617230682576,1.4499999675899744,False
446,5.235,43.19,34.76941270379668,1.149999974295497,False
447,5.25,43.18,36.3404638791689,1.0099999774247408,False
448,5.265,43.18,37.44398291178104,0.6799999848008156,False
449,5.28,43.17,39.01479365200274,0.6399999856948853,False
450,4.845,43.32,0.0,11.429999744519591,True
451,4.86,43.31,1.6468443367701215,12.959999710321426,True
452,4.875,43.31,2.67457020798436,14.749999670311809,True
453,4.89,43.31,3.8151507192482326,13.159999705851078,True
454,4.905,43.31,4.991817695887965,11.009999753907323,False
455,4.92,43.3,6.475877683635405,12.139999728649855,False
456,4.935,43.3,7.630301438496465,9.589999785646796,False
457,4.95,43.3,8.801524185985773,7.7399998269975185,False
458,4.965,43.3,9.98363539177593,5.2999998815357685,False
459,4.98,43.29,11.445452157744697,6.3999998569488525,False
460,4.995,43.29,12.614521873823257,5.079999886453152,False
461,5.01,43.29,13.791837035013327,4.619999896734953,False
462,5.025,43.29,14.975453087663894,4.169999906793237,False
463,5.04,43.28,16.42851929526818,4.049999909475446,False
464,5.055,43.28,17.603048371971546,3.5599999204277992,False
465,5.07,43.28,18.78294964647987,3.009999932721257,False
466,5.085,43.28,19.96727078355186,2.339999947696924,False
467,5.1,43.27,21.41566261390797,2.2799999490380287,False
468,5.115,43.27,22.593028785108366,1.4399999678134918,False
469,5.13,43.27,23.774358327029393,0.789999982342124,False
470,5.145,43.27,24.959088479439824,0.40999999083578587,False
471,5.16,43.26,26.404572557957316,0.3899999912828207,False
472,5.175,43.26,27.583674070026653,0.3499999921768904,False
473,5.19,43.26,28.765908956953645,0.3799999915063381,False
474,5.205,43.26,29.950906175327788,0.36999999172985554,False
475,5.22,43.25,31.394406931204962,0.3399999924004078,False
476,5.235,43.25,32.574678640566,0.2899999935179949,False
477,5.25,43.25,33.757538568376994,0.2699999939650297,False
478,5.265,43.25,34.942723871215755,0.2299999948590994,False
479,5.28,43.24,36.3847854050798,0.2199999950826168,False
480,4.845,43.32,0.0,11.429999744519591,True
481,4.86,43.32,1.2167209386825562,14.8699996676296,True
482,4.875,43.32,2.4334418773651123,12.27999972552061,True
483,4.89,43.32,3.6501628160476685,10.479999765753746,True
484,4.905,43.32,4.866883754730225,8.90999980084598,False
485,4.92,43.32,6.083604693412781,7.269999837502837,False
486,4.935,43.32,7.300325632095337,5.379999879747629,False
487,4.95,43.32,8.517046570777893,4.489999899640679,False
488,4.965,43.32,9.73376750946045,4.249999905005097,False
489,4.98,43.32,10.950488448143005,4.009999910369515,False
