zone,source,site,lon,lat,dist,cell_numbers
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.1100000143051147,45.970001220703125,0.67,2339528
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.0950000286102295,45.970001220703125,1.41,2339529
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.125,45.97999954223633,1.16,2337860
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.1100000143051147,45.97999954223633,0.45,2337861
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.0950000286102295,45.97999954223633,1.32,2337862
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.125,45.9900016784668,1.89,2336193
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.1100000143051147,45.9900016784668,1.56,2336194
BAY_OF_BISCAY,REPHY,Les Fontenelles,-1.0950000286102295,45.9900016784668,2,2336195
BAY_OF_BISCAY,REPHY,Les Sables,-1.7999999523162842,46.47999954223633,1.16,2254465
BAY_OF_BISCAY,REPHY,Les Sables,-1.784999966621399,46.47999954223633,1.22,2254466
BAY_OF_BISCAY,REPHY,Les Sables,-1.7999999523162842,46.4900016784668,0.52,2252798
BAY_OF_BISCAY,REPHY,Les Sables,-1.784999966621399,46.4900016784668,0.64,2252799
BAY_OF_BISCAY,REPHY,Les Sables,-1.7999999523162842,46.5,1.3,2251131
BAY_OF_BISCAY,REPHY,Les Sables,-1.784999966621399,46.5,1.35,2251132
BAY_OF_BISCAY,REPHY,Mérignac,-1.1399999856948853,45.880001068115234,1.08,2354529
BAY_OF_BISCAY,REPHY,Mérignac,-1.125,45.880001068115234,1.22,2354530
BAY_OF_BISCAY,REPHY,Mérignac,-1.1399999856948853,45.88999938964844,0.46,2352862
BAY_OF_BISCAY,REPHY,Mérignac,-1.125,45.88999938964844,0.73,2352863
BAY_OF_BISCAY,REPHY,Mérignac,-1.1399999856948853,45.900001525878906,1.32,2351195
BAY_OF_BISCAY,REPHY,Mérignac,-1.125,45.900001525878906,1.44,2351196
BAY_OF_BISCAY,REPHY,Nord Saumonards,-1.2899999618530273,46,1.15,2334515
BAY_OF_BISCAY,REPHY,Nord Saumonards,-1.274999976158142,46,0.7,2334516
BAY_OF_BISCAY,REPHY,Nord Saumonards,-1.2899999618530273,46.0099983215332,1.04,2332848
